url,모델명,제품소재,색상,사이즈,제조사,제조국,제조연월,품질보증기준,A/S 책임자와 전화번호,상품특징,대표이미지,판매가,제품 주소재,"크기, 중량",종류,소재,크기
https://www.k-village.co.kr/goods/DWF24N14C6,피어스TT (C6) (D/Grey),,Dark Grey,"230,235,240,245,250,255",(주)아이더,한국,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"- 2011년 ""피어스"" 제품을 STREET 감성으로 재해석한 ""하이커즈""로, 일상과 아웃도어 활동에 적합
- 천연 스프리트 원단 사용으로 편안한 피팅감 제공
- TIRE 물성이 결합된 X-GRIP 적용으로 안정성과 접지력 발휘 (부틸 70%)
- N/GORE로 부드럽고 가벼운 착용감
- 중량:260mm 0.5족기준 359g",https://contents.k-village.co.kr/Prod/2024/D/DWF24N14C6/DWF24N14C6_DG_01.jpg/k2dims/resize/520/extent/520x694/optimize,159000,"갑피재료:겉감-천연가죽(스프리트) + 폴리에스터 100%, 안감-폴리에스터 100% / 창소재:X-GRIP(부틸70% 합성고무) PHYLON",중량:260mm 0.5족기준 359g,,,
https://www.k-village.co.kr/goods/DWM232034K,ON THE ROCK (온더락) 여성 우븐 라운드 티셔츠 (Olive),겉감1:나일론85% 폴리우레탄15% / 겉감2:폴리에스터98% 폴리우레탄2% / 겉감3:폴리에스터98% 폴리우레탄2% /,Olive,"S,M,L,XL",(주)아이더,베트남,23년 02월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 여성 온더락 우븐 라운드 티셔츠]
-넥 부분에 열전도성이 뛰어난 이이스 넥 적용
-밑단에 와이드 밴딩 (시보리) 사양으로 착용감과 몸매 보정 효과를 부여함
-냉감성이 우수한 스트레치 우븐 소재 적용",https://contents.k-village.co.kr/Prod/2023/D/DWM232034K/DWM232034K_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,89000,,,,,
https://www.k-village.co.kr/goods/DWM23203W9,ON THE ROCK (온더락) 여성 우븐 라운드 티셔츠 (Cream),겉감:폴리에스터 100% / 안감:폴리에스터100%,Cream,"S,M,L,XL",(주)아이더,베트남,23년 02월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 여성 온더락 우븐 라운드 티셔츠]
-넥 부분에 열전도성이 뛰어난 이이스 넥 적용
-밑단에 와이드 밴딩 (시보리) 사양으로 착용감과 몸매 보정 효과를 부여함
-냉감성이 우수한 스트레치 우븐 소재 적용",https://contents.k-village.co.kr/Prod/2023/D/DWM23203W9/DWM23203W9_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,89000,,,,,
https://www.k-village.co.kr/goods/DUA25B82E4,POP NOVA(노바) 15 (D/Beige),,Dark Beige,,(주)아이더,미얀마,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"당일산행에 적합한 15L 등산배낭
실용성이 좋은 베이직한 구조와 기능성으로 구성
기본형 티어드롭 구조로 사용이 용이하고 다양한 수납구조로 공간 활용성이 좋음
내장형 레인커버 적용",https://contents.k-village.co.kr/Prod/2025/D/DUA25B82E4/DUA25B82E4_DG_01.jpg/k2dims/resize/520/extent/520x694/optimize,132000,,,등산배낭,겉감:나일론 100% / 배색:폴리에스터 100% / 안감:폴리에스터 100%,FREE
https://www.k-village.co.kr/goods/DWM24167Z1,RAIN BOMB (레인 밤) 여성 3L 숏 자켓 (Black),"겉감:나일론 100% , 안감:폴리에스터 100%",Black,"S,M,L",(주)아이더,베트남,2024년 04월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[장마 시즌에 걸치기 좋은 여성용 3layer 자켓]
- 착용 계절 : 여름
- 핏 : 루즈 핏
- 기장 : 크롭 기장 (S 사이즈 기준 기장 56CM)
- 은은한 립 조직이 있는 경량 3layer 소재가 적용되어 방수력이 좋은 제품입니다.
- 장마 시즌 우산 속으로 들어오는 비에도 이너가 젖지 않게 도와줍니다.
- 후드 일체형에 라글란 어깨, 소매는 루즈하고 짧게 떨어지는 디자인으로 체형 보완에 좋습니다.
- 소매와 밑단에 스트링이 내장되어 핏 조절이 가능합니다.
- 아이더 오브제 레인부츠와 함께 착장하여 장마철 코디를 완성해보세요.",https://contents.k-village.co.kr/Prod/2024/D/DWM24167Z1/DWM24167Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,179000,,,,,
https://www.k-village.co.kr/goods/DMM24312KD,ON THE ROCK (온더락) 남성 슬랙스 팬츠 (Sand Beige),"겉감:폴리우레탄 12% , 안감:폴리에스터 100% , 겉감:나일론 88%",Sand beige,"30(78),32(82),34(86),36(90),38(96)",(주)아이더,베트남,2023년 12월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[더 강력해진 냉감효과의 온더락 아이스 팬츠]
- 착용 계절 : 여름
- 핏 : 스탠다드핏
- 온더락 팬츠 주력 아이템 온더락 슬랙스 팬츠
- 더 강력해진 PCM 캡슐을 적용하여 냉감효과를 극대화 
- 허리 사이드와 뒷부분에 냉감 밴드를 적용하여 냉감 효과를 극대화
- 8WAY 스트레치 소재를 적용하여 어떠한 아웃도어에도 적합한 활동성 제공
- 심플한 디자인에 사이드와 뒤 포켓 적용
- 7가지 컬러 웨이 구성으로 올 여름 팬츠는 온더락 슬랙스 팬츠 하나도 종결!
- 일생 생활에서부터 가벼운 아웃도어 활동까지 가능한 올데이 슬렉스 팬츠

* 온더락 MAX 설명
- 기존 냉감 PCM 대비 더 커진 MEGA PCM 캡슐과 자일리톨을 적용하여 더 시원하고 청량한 착용감 제공
- 온더락 별도 택 제공",https://contents.k-village.co.kr/Prod/2024/D/DMM24312KD/DMM24312KD_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,149000,,,,,
https://www.k-village.co.kr/goods/DMM25382Z1,POP 트리코트 트레이닝 남성 팬츠 (Black),겉감:나일론 77% 폴리우레탄 23%,Black,"M,L,XL,XXL,XXXL",(주)아이더,인도네시아,2024년 12월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[활동성이 우수한 트리코트 소재가 적용된 남성용 트레이닝 팬츠]
- 착용 계절 : 여름
- 허리 전체 이밴드가 적용되어 편안한 착용감이 특징입니다.
- 허리 안사양에는 스트링이 적용되어 사이즈 조절이 가능합니다.
- 아이더 로고 전사가 적용되었습니다.
- 사이드 포켓을 통한 가벼운 수납이 가능합니다.
- DMM25382 트리코트 팬츠류와 함께 세트로 착장해보세요.",https://contents.k-village.co.kr/Prod/2025/D/DMM25382Z1/DMM25382Z1_DG_01.jpg/k2dims/resize/520/extent/520x694/optimize,129000,,,,,
https://www.k-village.co.kr/goods/DMM23265IC,KINETIC (키네틱) 남성 쿨 반팔 브이넥 티셔츠 (ICE BLUE),겉감1:면 69% 폴리에스터 31% / 겉감2:면 58% 폴리에스터 38% 폴리우레탄 4%,ICE BLUE,"M,L,XL,XXL",(주)아이더,베트남,2023년 01월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 남성 반팔 브이넥 티셔츠]
-KINETICOOL (키네틱 쿨) 냉감 원사 소재 적용
-기본형 핏의 BASIC 아이템으로 범용성이 우수한 제품
-암홀 하단 데오드란트 테이프가 적용되어 쾌적함 제공",https://contents.k-village.co.kr/Prod/2023/D/DMM23265IC/DMM23265IC_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,69000,,,,,
https://www.k-village.co.kr/goods/DMM25281N6,POP 솔리드 남성 반팔 짚업 티셔츠 (Sea),겉감:폴리에스터 93% 폴리우레탄 7%,Sea,"M,L,XL,XXL,3XL",(주)아이더,인도네시아,2024년 12월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[가볍고 착용감이 우수한 와플 조직 소재를 적용한 남성용 반팔 짚업 티셔츠]
- 착용 계절 : 여름
- 은은한 와플 조직감으로 통기성이 우수하여 활용도가 높은 제품입니다.
- 가슴에 아이더 로고 전사로 포인트를 주었습니다.",https://contents.k-village.co.kr/Prod/2025/D/DMM25281N6/DMM25281N6_DG_01.jpg/k2dims/resize/520/extent/520x694/optimize,95000,,,,,
https://www.k-village.co.kr/goods/DMM24314Z1,ON THE ROCK (온더락) 남성 에어리 카고 팬츠 (Black),"겉감:나일론 82% , 겉감:폴리우레탄 18% , 안감:폴리에스터 100%",Black,"30(78),32(82),34(86),36(90),38(96),40(100)",(주)아이더,베트남,2024년 01월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[더 강력해진 냉감효과의 온더락 아이스 팬츠]
- 착용 계절 : 여름
- 핏 : 스탠다드핏
- 온더락 팬츠 주력 아이템 온더락 에어리 슬랙스 팬츠
- 더 강력해진 PCM 캡슐을 적용하여 냉감효과를 극대화 
- 허리 사이드부터 뒷부분에 냉감 밴드를 적용하여 냉감 효과를 극대화
- 8WAY 스트레치 소재를 적용하여 어떠한 아웃도어에도 적합한 활동성 제공
- 더 가벼워진 냉감 소재를 적용하여 한 여름까지 시원하고 쾌적하게 착용 가능한 온더락 슬랙스
- 허벅지 포켓 디테일의 카고 스타일로 수납성과 디자인 포인트까지 놓치지 않은 제품

* 온더락 MAX 설명
- 기존 냉감 PCM 대비 더 커진 MEGA PCM 캡슐과 자일리톨을 적용하여 더 시원하고 청량한 착용감 제공
- 온더락 별도 택 제공",https://contents.k-village.co.kr/Prod/2024/D/DMM24314Z1/DMM24314Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,149000,,,,,
https://www.k-village.co.kr/goods/DMM24351Z1,MOTION-FREE (모션프리) 남성 컴포트 팬츠 (Black),"겉감:폴리에스터 100% , 안감:폴리에스터 100%",Black,"M,L,XL,XXL",(주)아이더,베트남,2024년 01월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[Wrinkle-Free 소재를 사용하여 관리가 편하고, 가벼우면서도 신축성이 우수한 남성용 컴포트 핏 팬츠]
- 착용 계절 : 여름 
- 핏 : 컴포트 핏
- 흡습속건, 메카니컬 4way 스트레치, 자외선 차단력이 우수한 고기능성 소재가 적용된 모션프리 제품입니다.
- 주름 방지 기능으로, 관리가 쉬워 아웃도어 활동부터 일상생활까지 착용하기 좋습니다.
- 허리에는 벨트 고리가 적용되어, 벨트와 함께 착용할 수 있습니다.
- 스탠다드 핏보다 다소 여유있는 컴포트 핏으로 좀 더 캐쥬얼한 무드로 연출이 가능합니다.
- DMM24158, DMM24453, DMP24452 모션프리 자켓, 셔츠와 세트로 착장해보세요.",https://contents.k-village.co.kr/Prod/2024/D/DMM24351Z1/DMM24351Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,139000,,,,,
https://www.k-village.co.kr/goods/DMM23296Z1,POP 와플 남성 베이직 라운드 티셔츠 (Black),겉감:폴리에스터100%,Black,"M,L,XL,XXL,3XL",(주)아이더,인도네시아,22년 10월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 남성 와플 반팔 라운드 티셔츠]
-가볍고 통기성이 우수한 와플 소재 적용
-흡한속건 기능과 착용감이 우수한 제품",https://contents.k-village.co.kr/Prod/2023/D/DMM23296Z1/DMM23296Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,80000,,,,,
https://www.k-village.co.kr/goods/DMM24256Z1,BLANC (블랑) 남성 반팔 라운드 티셔츠 (Black),겉감:폴리에스터 100%,Black,"M,L,XL,XXL,3XL",(주)아이더,인도네시아,2023년 12월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[부드러운 터치감과 신축성이 우수한 Sorona 잠재권축사 소재가 적용된 남성용 반팔 라운드 티셔츠]
- 착용 계절 : 여름
- 핏 : 레귤러 핏
- 기장 : 기본 기장 (L 사이즈 기준 68CM)
- 일상생활부터 아웃도어 활동까지 편안한 착용감과 우수한 흡한속건 기능을 제공합니다.
- 베이직한 디자인과 컬러감으로 활용도가 높은 제품입니다.
- KIWI, SAND BEIGE 2컬러와 WHITE, BLACK 2컬러 각각 다른 모티브의 그래픽이 적용됨.",https://contents.k-village.co.kr/Prod/2024/D/DMM24256Z1/DMM24256Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,59000,,,,,
https://www.k-village.co.kr/goods/DMF22G79Z1,샬레 하이브 TF (Black),,Black,"255,260,265,270,275,280",(주)아이더,한국,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[고기능성 택티컬 미드컷 부츠 (남성용)]
- 방수, 접지, 내구성을 최상으로 끌어올린 고기능성 하이킹 겸용 부츠
- M4 다이얼 보아로 추운 날 두꺼운 장갑을 끼고도 피팅 조절 가능
- CORDURA 소재 적용하여 외부 환경에 강한 내구성
- GORE-TEX로 뛰어난 방수, 투습 기능이 쾌적한 착화감",https://contents.k-village.co.kr/Prod/2022/D/DMF22G79Z1/DMF22G79Z1_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,279000,"갑피재료:겉감)합성피혁+폴리에스터100%, 안감1)GORE-TEX(나일론70%+폴리에스터30%), 안감2)폴리에스터100% / 창재료:X-GRIP(부틸30%)+PHYLON",,,,
https://www.k-village.co.kr/goods/DUA24B07K6,Kante (캉테) 크로스백 (L/Khaki),,Light Khaki,,(주)아이더,인도네시아,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[가벼운 산행, 레저 및 여행에도 활용 가능한 크로스백]
- 로빅원단을 사용하여 가볍고 내구성이 뛰어남.
- 경량성이 우수하고, 언제 어디서든 가볍게 착용 가능
- 간단한 소품을 수납할수 있는 2단 포켓 구성으로 분리수납 용이",https://contents.k-village.co.kr/Prod/2024/D/DUA24B07K6/DUA24B07K6_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,49000,,,크로스 / 숄더백,겉감:나일론 100% / 배색:폴리에스터 100% / 안감:폴리에스터 100%,사이즈:22 x 17.5 x 3.5cm / 중량:140g
https://www.k-village.co.kr/goods/DUA24B18Z1,Mesonyx (메소닉스) 숄더힙색 9 (Black),,Black,,(주)아이더,인도네시아,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[가벼운 산행, 레저활동에 착용 가능한 9L 숄더 힙색]
- 타공 EVA 등판과 에어 메쉬멜빵을 적용하여 통기성과 착용감이 우수함
- 볼륨 로고 & 참 장식 포인트 컬러 적용으로 고급스럽게 제작
- 멜빵 탈부착 가능하며 힙벨트 주머니 수납을 활용하여 편리하게 사용 가능",https://contents.k-village.co.kr/Prod/2024/D/DUA24B18Z1/DUA24B18Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,105000,,,슬링백 / 힙색,"안감:폴리에스터 100% , 겉감:나일론 100% , 배색:나일론 100% , 배색1:폴리에스터 100% , 배색2:폴리에스터 100%",사이즈:28.5 x 22 x 12.5cm / 중량:430g
https://www.k-village.co.kr/goods/DMM22212C3,AVRIL (에이브릴) 남성 짚업 티셔츠 (C/Grey),"겉감1 폴리에스터 88% 폴리우레탄 12%, 겉감2:폴리에스터 91% 폴리우레탄 9%",Cool Grey,"M,L,XL,XXL",(주)아이더,인도네시아,2022년 2월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1644-7781,"<남성 우븐 배색형 반팔 짚업 티셔츠>
-스트레치 우븐 소재와 가벼운 저지 소재를 하이브리드 적용
-타공 디테일로 통기성이 뛰어남",https://contents.k-village.co.kr/Prod/2022/D/DMM22212C3/DMM22212C3_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,99000,,,,,
https://www.k-village.co.kr/goods/JUM23101P2,CAMP (캠프) 키즈 UNI 홑겹 자켓 (Peach),겉감:나일론 94% 폴리우레탄 6% / 안감:폴리에스터100% /,Peach,"120,130,145,155,165",(주)아이더,베트남,22년 12월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[키즈 UNI 스트레치 홑겹 자켓]
-네츄럴한 무드의 제품으로 캠핑 감성이 물씬 나는 전천후 자켓
-소매 E-BAND 사양 적용
-후드 일체형",https://contents.k-village.co.kr/Prod/2023/D/JUM23101P2/JUM23101P2_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,129000,,,,,
https://www.k-village.co.kr/goods/DMA24V01Z1,ON THE ROCK (온더락) 남성 스트레치 장장갑 (Black),,,"M,L",(주)아이더,베트남,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[내마모성과 신축성이 우수한 고밀도 스트레치 남성용 장장갑]
- 전도 원단 사용으로 스마트폰 사용 가능
- 바닥면의 샤무드패치와 실리콘프린트로 내구성과 그립력 강화
- 이아스가공, 손등 레이저 타공으로 통풍이 원활하여 쾌적한 사용감 제공",https://contents.k-village.co.kr/Prod/2024/D/DMA24V01Z1/DMA24V01Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,49000,,,기타장갑,"겉감:나일론 88% , 겉감:폴리우레탄 12% , 배색1:폴리에스터 100%",
https://www.k-village.co.kr/goods/DWP23234W4,MOLLIS (몰리스) 여성 짚업 티셔츠 (Vanilla),"겉감:나일론84%, 폴리우레탄16%",Vanilla,"S,M,L,XL",(주)아이더,베트남,22년 10월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[봄 여성 긴팔 짚업 티셔츠 (폴로형)]
-여성스러운 골 스트라이프 소재 적용
-폴로형으로 일상생활까지 적용 범위가 넓은 제품",https://contents.k-village.co.kr/Prod/2023/D/DWP23234W4/DWP23234W4_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,89000,,,,,
https://www.k-village.co.kr/goods/DWP25183O6,POP 2L 마운틴 여성 방풍 자켓 (Salsa),겉감:폴리에스터 100% / 안감:폴리에스터 100%,Salsa,"S,M,L,XL,XXL",(주)아이더,베트남,2024년 11월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[베이직한 디자인의 간절기 여성용 2L 방풍 자켓]
- 착용 계절 : 봄
- 봄 간절기 산행 시 방풍 자켓으로 적합합니다.
- 후드 탈부착 디자인으로 활용도가 좋습니다.
- 가슴과 소매에 아이더 로고 전사가 포인트로 적용되었습니다.",https://contents.k-village.co.kr/Prod/2025/D/DWP25183O6/DWP25183O6_DG_01.jpg/k2dims/resize/520/extent/520x694/optimize,229000,,,,,
https://www.k-village.co.kr/goods/DWP22202Z1,KAIDEN (카이든) 여성 아이스 롱 라운드티,겉감:나이론 90% 폴리우레탄 10% 겉감2:나이론 82% 폴리우레탄 18%,Black,"S,M,L",(주)아이더,베트남,2022년1월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1644-7781,"<봄 여성 아이스 긴팔 라운드 티셔츠>
-몸판에 접촉냉감 및 스트레치성이 우수한 까르비코 소재 사용
-냉감소재 & 냉감 프린트 기술로 쿨링효과",https://contents.k-village.co.kr/Prod/2022/D/DWP22202Z1/DWP22202Z1_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,99000,,,,,
https://www.k-village.co.kr/goods/DWM24313C2,ON THE ROCK (온더락) 여성 테이퍼드 카고 팬츠 (L/Grey),"겉감1:나일론 88% , 겉감2:폴리우레탄 12% , 안감:폴리에스터 100% , 겉감1:폴리우레탄 12% , 겉감2:나일론 88%",Light Grey,"26(67),27(70),28(73),29(76),30(79)",(주)아이더,베트남,2023년 12월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[더 강력해진 냉감효과의 아이더 온더락 아이스 팬츠]
- 착용 계절 : 여름
- 핏 : 테이퍼드핏
- 온더락 여성 주력 테이퍼드 카고 팬츠
- 더 강력해진 PCM 캡슐을 적용하여 냉감효과를 극대화 
- 허리 냉감 밴드를 적용하여 냉감 효과를 강화
- 8WAY 스트레치 소재를 적용하여 어떠한 아웃도어에도 적합한 활동성 제공
- 힙부터 허벅지까지는 여유있으면서 밑단쪽으로 좁아지는 테이퍼드 핏으로 편하면서도 트렌디한 실루엣 
- 사이드 아웃 포켓 디테일의 카고 스타일
- 뒤 허리 삼각D링 디자인 포인트

* 온더락 MAX 설명
- 기존 냉감 PCM 대비 더 커진 MEGA PCM 캡슐과 자일리톨을 적용하여 더 시원하고 청량한 착용감 제공
- 온더락 별도 택 제공",https://contents.k-village.co.kr/Prod/2024/D/DWM24313C2/DWM24313C2_DM_01.jpg/k2dims/resize/520/extent/520x694/optimize,149000,,,,,
https://www.k-village.co.kr/goods/DWM24358C6,SUMMER VIBE (썸머 바이브) 여성 숏 팬츠 (D/Grey),"겉감:나일론 85% , 겉감:폴리우레탄 15% , 안감:폴리에스터 100%",Dark Grey,"XS,M,L",(주)아이더,베트남,2024년 02월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[바캉스 시즌 몸에 달라 붙는 래쉬가드가 부담스러운 분들께 추천하는 여성용 나일론 스판 숏 팬츠]
- 착용 계절 : 여름
- 핏 : 레귤러 핏
- 몸에 타이트하게 붙지 않아 가벼운 물놀이에도, 일상 생활에서도 활용이 좋은 숏 팬츠입니다.
- 밑단 부분에 바캉스 시즌 그래픽이 프린트로 적용되었습니다.
- DWM24266, DWM24267 래쉬가드 상의와 세트 또는 단품 착장이 가능합니다.
- 래쉬가드 취급 주의 TAG을 통해 취급 주의 방법에 대해 확인해주세요.",https://contents.k-village.co.kr/Prod/2024/D/DWM24358C6/DWM24358C6_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,89000,,,,,
https://www.k-village.co.kr/goods/DMM24311Z1,ON THE ROCK (온더락) 남성 카고 조거 팬츠 (Black),"안감:폴리에스터 100% , 겉감:나일론 86% , 겉감:폴리우레탄 14%",Black,"30(78),32(82),34(86),36(90),38(96),40(100)",(주)아이더,베트남,2024년 01월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[더 강력해진 냉감효과의 아이더 온더락 아이스 팬츠]
- 착용 계절 : 여름
- 핏 : 테이퍼드 조거핏
- 온더락 팬츠 스테디 셀러 카고 조거 팬츠
- 더 강력해진 PCM 캡슐을 적용하여 냉감효과를 극대화 
- 허리전체와 밑단에 냉감 밴드를 적용하여 위 아래로 시원함을 유지시켜줍니다
- 8WAY 스트레치 소재를 적용하여 어떠한 아웃도어에도 적합한 활동성 제공
- 사이드 포켓 디테일의 카고 조거 스타일
- 뒤 허리 삼각D링 디자인 포인트

* 온더락 MAX 설명
- 기존 냉감 PCM 대비 더 커진 MEGA PCM 캡슐과 자일리톨을 적용하여 더 시원하고 청량한 착용감 제공
- 온더락 별도 택 제공",https://contents.k-village.co.kr/Prod/2024/D/DMM24311Z1/DMM24311Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,149000,,,,,
https://www.k-village.co.kr/goods/DMM21239Z1,SPIRAL (스파이럴) 남성 라운드 티,겉감1:나일론88%폴리우레탄12% 겉감2:나일론88%폴리우레탄12% 겉감3:폴리에스터92%폴리우레탄8%,Black,"M,L,XL,XXL,3XL",(주)아이더,인도네시아,2021년01월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1644-7781,"남성 여름 슬림핏 라운드 티셔츠 전체적으로 운동에 적한합 스트레치 소재를 사용한 슬림한 핏으로 제작되었으며,  등판과 암홀쪽 MESH 소재를 사용해 통기성을 높여준 제품 원적외선이 방출 되는 ERS SYSTEM 적용으로 신체회복에 도움을 줌 ANTI-POLLUTION기능으로 오염물질을 발수 발유가 가능",https://contents.k-village.co.kr/Prod/2021/E/DMM21239Z1/DMM21239Z1_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,79000,,,,,
https://www.k-village.co.kr/goods/DMM24219B2,ON THE ROCK (온더락) 에어리 남성 반팔폴로티 (S/Blue),"겉감1:나일론 73% , 겉감2:폴리우레탄 27% , 겉감1:폴리우레탄 27% , 겉감2:나일론 73%",Sky Blue,"M,L,XL,XXL",(주)아이더,베트남,2024년 01월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 남성 온더락 트리코트 반팔폴로 티셔츠]
- 착용계절 : 여름
- 핏 : 레귤러 핏
- 신축성이 우수하며 가벼운 스트레치 트리코트 소재를 적용하여 편안한 착용감을 제공합니다.
- 뒷판에 통기성이 우수한 도트타공 소재를 하이브리드한 제품입니다.
- 강화된 냉감 PCM 프린트 기술을 적용하여 여름철 시원하고 쾌적한 착용감을 제공합니다.
- 베이직한 디자인과 컬러감으로 활용도가 높은 제품입니다.",https://contents.k-village.co.kr/Prod/2024/D/DMM24219B2/DMM24219B2_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,109000,,,,,
https://www.k-village.co.kr/goods/DMS24N23E2,로드하이커 (E2) (Beige),,Beige,"250,255,260,265,270,275,280",(주)아이더,베트남,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[장거리 트레일 투어, 특히 아이더로드 용으로 적합한 상품]
- 기존 해파랑 SOLE 보완하여, 에너지 효율성과 MAXIMAL한 쿠셔닝에 특화
- N- GORE, 마이크로 스웨이드 소재로 부드러운 착화감
- 중량:426g (260mm)",https://contents.k-village.co.kr/Prod/2024/D/DMS24N23E2/DMS24N23E2_DF_01_S.jpg/k2dims/resize/520/extent/520x694/optimize,179000,"갑피재료:겉감1-합성가죽, 겉감2:폴리에스터 100%, 안감1-폴리에스터 100% / 창소재:X-GRIP(부틸 30%) + PHYLON + (CARBON 20% x NYLON 80%)",중량:426g (260mm),,,
https://www.k-village.co.kr/goods/DWM242154W,ON THE ROCK (온더락) 여성 우븐 포켓 브이넥티셔츠 (D/Vanilla),겉감1:나일론 85% 폴리우레탄 15% / 겉감2:나일론 88% 폴리우레탄 12% / 겉감3:폴리에스터 98% 폴리우레탄 2%,DARK VANILLA,"S,M,L,XL,XXL",(주)아이더,베트남,2023년 12월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 여성 주력 온더락 우븐 반팔브이넥 티셔츠]
- 착용계절 : 여름
- 핏 : 레귤러 핏
- 신축성이 우수한 나일론 스판 소재를 적용하여 편안한 착용감을 제공합니다.
- 포켓 디테일과 더불어 통기성이 우수한 에어메쉬 소재를 하이브리드한 제품입니다.
- 네크라인에 접촉냉감의 ICE 밴드를 적용하여 여름철 시원하고 쾌적한 착용감을 제공합니다.
- 베이직한 디자인과 컬러감으로 활용도가 높은 제품입니다.",https://contents.k-village.co.kr/Prod/2024/D/DWM242154W/DWM242154W_DM_01.jpg/k2dims/resize/520/extent/520x694/optimize,99000,,,,,
https://www.k-village.co.kr/goods/DMM25381N4,POP 여름 하이킹 남성 팬츠 (Navy),겉감:나일론 88% 폴리우레탄 12% / 안감:폴리에스터 100% / 허리벨트:폴리에스터 100%,Navy,"30(78),32(82),34(86),36(90),38(96)",(주)아이더,베트남,2024년 11월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[시원한 터치감의 나일론 스트레치 소재가 적용된 남성용 하이킹 팬츠]
- 착용 계절 : 여름
- 핏 : 슬림 핏
- 벨트가 함께 제공되며, 허리 사이드에는 밴드가 내장되어 편안하게 착용할 수 있습니다.
- 시원한 터치의 나일론 스트레치 소재가 적용되었습니다.
- 사이드 포켓과 백 포켓은 지퍼로 마감하여 수납력이 좋습니다.",https://contents.k-village.co.kr/Prod/2025/D/DMM25381N4/DMM25381N4_DG_01.jpg/k2dims/resize/520/extent/520x694/optimize,140000,,,,,
