,Unnamed: 0,url,Model_Name,Color,Product_Features,Main_Image,Selling_Price,Product_Type,Gender,Down_Feather_Percentage,Natural_Leather_Percentage,PU_Percentage,Carbon_Percentage,Waterproof,Breathable,Abrasion_Resistance,Elasticity,Ultra_Lightweight,Insulation,Windproof,Lightweight,Heating,man,woman
962,962,https://www.thenorthfacekorea.co.kr/product/NJ3NQ51K,유틸리티 히트 자켓,Gray,"후드 일체형 패딩 자켓입니다.
패딩이 내장되어 있지만 겉에서 퀼팅선이 보이지 않아 보온성은 물론이고 캐주얼한 착장이 가능합니다.
너무 두껍지 않은 패딩의 두께감으로 한 겨울에 아우터와 안에 입는 이너로 레이어드하여 입으실 수 있습니다.
은은한 광택감의 메탈룩스 지퍼를 전체에 사용하여 디자인의 고급스러움을 더했습니다.
후드 일체형 패딩 자켓입니다.
패딩이 내장되어 있지만 겉에서 퀼팅선이 보이지 않아 보온성은 물론이고 캐주얼한 착장이 가능합니다.
너무 두껍지 않은 패딩의 두께감으로 한 겨울에 아우터와 안에 입는 이너로 레이어드하여 입으실 수 있습니다.
은은한 광택감의 메탈룩스 지퍼를 전체에 사용하여 디자인의 고급스러움을 더했습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ51K_NJ3NQ51K_primary.jpg,125000,Jacket,남여공용,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
963,963,https://www.thenorthfacekorea.co.kr/product/NJ3NQ51L,유틸리티 히트 자켓,White_sand,"후드 일체형 패딩 자켓입니다.
패딩이 내장되어 있지만 겉에서 퀼팅선이 보이지 않아 보온성은
물론이고 캐주얼한 착장이 가능합니다.
너무 두껍지 않은 패딩의 두께감으로 한 겨울에 아우터와
안에 입는 이너로 레이어드하여 입으실 수 있습니다.
은은한 광택감의 메탈룩스 지퍼를 전체에 사용하여 디자인의 고급스러움을 더했습니다.
후드 일체형 패딩 자켓입니다.
패딩이 내장되어 있지만 겉에서 퀼팅선이 보이지 않아 보온성은
물론이고 캐주얼한 착장이 가능합니다.
너무 두껍지 않은 패딩의 두께감으로 한 겨울에 아우터와
안에 입는 이너로 레이어드하여 입으실 수 있습니다.
은은한 광택감의 메탈룩스 지퍼를 전체에 사용하여 디자인의 고급스러움을 더했습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ51L_NJ3NQ51L_primary.jpg,125000,Jacket,남여공용,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
964,964,https://www.thenorthfacekorea.co.kr/product/NJ3NQ52C,남성 써밋 히트라인 자켓,Blue,"써밋 히트라인 자켓은 SUMMIT SERIES로 고강도 아웃도어 활동 시에도 적합한 제품입니다.
지퍼 수납 포켓이 있으며, 왼쪽 포켓으로 제품을 패커블하여 용이하게 휴대가 가능합니다.
뛰어난 보온성, 경량성, 속건성이 특징인 실 타입의 HEAT LINE 충전재가 사용된 경량 패딩입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ52C_NJ3NQ52C_primary.jpg,188300,Jacket,남성,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
965,965,https://www.thenorthfacekorea.co.kr/product/NJ3NQ52J,슬로프 히트 자켓,Black,"발수 기능이 있는 원단을 사용하여, 기본적인 생활방수가 가능한 DRYVENT 얇은 패딩 제품입니다.
고프코어룩 착장이 가능한 스타일로, 레트로한 아웃도어 느낌과 트렌디한 핏, 아웃도어의 기능성을 모두 갖춘 방수 패딩 자켓입니다.
발수 기능이 있는 원단을 사용하여, 기본적인 생활방수가 가능한 DRYVENT 얇은 패딩 제품입니다.
고프코어룩 착장이 가능한 스타일로, 레트로한 아웃도어 느낌과 트렌디한 핏, 아웃도어의 기능성을 모두 갖춘 방수 패딩 자켓입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ52J_NJ3NQ52J_primary.jpg,146000,Jacket,남여공용,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
966,966,https://www.thenorthfacekorea.co.kr/product/NJ3NQ52K,슬로프 히트 자켓,Khaki,"발수 기능이 있는 원단을 사용하여, 기본적인 생활방수가 가능한 DRYVENT 얇은 패딩 제품입니다.
고프코어룩 착장이 가능한 스타일로, 레트로한 아웃도어 느낌과 트렌디한 핏, 아웃도어의 기능성을 모두 갖춘 방수 패딩 자켓입니다.
발수 기능이 있는 원단을 사용하여, 기본적인 생활방수가 가능한 DRYVENT 얇은 패딩 제품입니다.
고프코어룩 착장이 가능한 스타일로, 레트로한 아웃도어 느낌과 트렌디한 핏, 아웃도어의 기능성을 모두 갖춘 방수 패딩 자켓입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/4000042394/NJ3NQ52K_NJ3NQ52K_00-1.jpg,146000,Jacket,남여공용,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
967,967,https://www.thenorthfacekorea.co.kr/product/NJ3NQ52L,슬로프 히트 자켓,Light_gray,"발수 기능이 있는 원단을 사용하여, 기본적인 생활방수가 가능한 DRYVENT 얇은 패딩 제품입니다.
고프코어룩 착장이 가능한 스타일로, 레트로한 아웃도어 느낌과 트렌디한 핏, 아웃도어의 기능성을 모두 갖춘 방수 패딩 자켓입니다.
발수 기능이 있는 원단을 사용하여, 기본적인 생활방수가 가능한 DRYVENT 얇은 패딩 제품입니다.
고프코어룩 착장이 가능한 스타일로, 레트로한 아웃도어 느낌과 트렌디한 핏, 아웃도어의 기능성을 모두 갖춘 방수 패딩 자켓입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ52L_NJ3NQ52L_primary.jpg,146000,Jacket,남여공용,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
968,968,https://www.thenorthfacekorea.co.kr/product/NJ3NQ52M,슬로프 히트 자켓,Violet,"발수 기능이 있는 원단을 사용하여, 기본적인 생활방수가 가능한 DRYVENT 얇은 패딩 제품입니다.
고프코어룩 착장이 가능한 스타일로, 레트로한 아웃도어 느낌과 트렌디한 핏, 아웃도어의 기능성을 모두 갖춘 방수 패딩 자켓입니다.
발수 기능이 있는 원단을 사용하여, 기본적인 생활방수가 가능한 DRYVENT 얇은 패딩 제품입니다.
고프코어룩 착장이 가능한 스타일로, 레트로한 아웃도어 느낌과 트렌디한 핏, 아웃도어의 기능성을 모두 갖춘 방수 패딩 자켓입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/4000042396/NJ3NQ52M_NJ3NQ52M_primary.jpg,146000,Jacket,남여공용,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
969,969,https://www.thenorthfacekorea.co.kr/product/NJ3NQ53C,남성 눕시 온볼 자켓,Cream_beige,"모델사이즈 스펙 : 181cm, 73kg / 착용사이즈 : 100(L)",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ53C_NJ3NQ53C_primary.jpg,224100,Jacket,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
970,970,https://www.thenorthfacekorea.co.kr/product/NJ3NQ53D,남성 눕시 온볼 자켓,Tea,"모델사이즈 스펙 : 181cm, 73kg / 착용사이즈 : 100(L)",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ53D_NJ3NQ53D_primary.jpg,224100,Jacket,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
971,971,https://www.thenorthfacekorea.co.kr/product/NJ3NQ53J,에센셜 라이트 브이모션 자켓,Black,"뛰어난 보온성 &amp; 경량성의 V-LUX 패딩을 사용한 가디건형 패딩자켓 입니다.
내추럴한 외관의 소재와  변형 웨이브 퀼팅을 사용한 제품으로 가볍게 간절기에 코디하기 좋은 제품입니다.
프론트는 스냅 여밈으로 되어 있어 입고 벗기 간편한 스타일 입니다.
뛰어난 보온성 &amp; 경량성의 V-LUX 패딩을 사용한 가디건형 패딩자켓 입니다.
내추럴한 외관의 소재와  변형 웨이브 퀼팅을 사용한 제품으로 가볍게 간절기에 코디하기 좋은 제품입니다.
프론트는 스냅 여밈으로 되어 있어 입고 벗기 간편한 스타일 입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/4000042400/NJ3NQ53J_NJ3NQ53J_primary.jpg,98700,Jacket,남여공용,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
972,972,https://www.thenorthfacekorea.co.kr/product/NJ3NQ53K,에센셜 라이트 브이모션 자켓,White_sand,"뛰어난 보온성 &amp; 경량성의 V-LUX 패딩을 사용한 가디건형 패딩자켓 입니다.
내추럴한 외관의 소재와  변형 웨이브 퀼팅을 사용한 제품으로 가볍게 간절기에 코디하기 좋은 제품입니다.
프론트는 스냅 여밈으로 되어 있어 입고 벗기 간편한 스타일 입니다.
뛰어난 보온성 &amp; 경량성의 V-LUX 패딩을 사용한 가디건형 패딩자켓 입니다.
내추럴한 외관의 소재와  변형 웨이브 퀼팅을 사용한 제품으로 가볍게 간절기에 코디하기 좋은 제품입니다.
프론트는 스냅 여밈으로 되어 있어 입고 벗기 간편한 스타일 입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ53K_NJ3NQ53K_primary.jpg,98700,Jacket,남여공용,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
973,973,https://www.thenorthfacekorea.co.kr/product/NJ3NQ53L,에센셜 라이트 브이모션 자켓,Stone_gray,"뛰어난 보온성 &amp; 경량성의 V-LUX 패딩을 사용한 가디건형 패딩자켓 입니다.
내추럴한 외관의 소재와  변형 웨이브 퀼팅을 사용한 제품으로 가볍게 간절기에 코디하기 좋은 제품입니다.
프론트는 스냅 여밈으로 되어 있어 입고 벗기 간편한 스타일 입니다.
뛰어난 보온성 &amp; 경량성의 V-LUX 패딩을 사용한 가디건형 패딩자켓 입니다.
내추럴한 외관의 소재와  변형 웨이브 퀼팅을 사용한 제품으로 가볍게 간절기에 코디하기 좋은 제품입니다.
프론트는 스냅 여밈으로 되어 있어 입고 벗기 간편한 스타일 입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ53L_NJ3NQ53L_primary.jpg,98700,Jacket,남여공용,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
974,974,https://www.thenorthfacekorea.co.kr/product/NJ3NQ54A,펠릭스 히트 후디,Black,"이번 시즌 더욱 따뜻한 패딩을 사용한 펠릭스 시리즈로 간절기부터 초겨울까지 단품으로 착용 가능하며,
한겨울 레이어링 자켓으로도 스타일링 가능한 아이템입니다.
후드 디테일을 강화하여 FW 시즌 눈, 비를 더욱 효율적으로 막아줍니다.
2WAY 앞지퍼 및 밑단 스트링으로 활동성이 좋고 핏 조절이 가능합니다.
여성 전용 스타일은 세미크롭 기장감으로 진행하여 더욱 여성스러운 연출이 가능한 스타일입니다.
**본 상품은 남,여 공용 상품으로 WS~WXL는 여성 전용 사이즈로 진행되었습니다.
사이즈 선택 시 참고해 주십시오.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/4000042406/NJ3NQ54A.jpg,130700,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
975,975,https://www.thenorthfacekorea.co.kr/product/NJ3NQ54B,펠릭스 히트 후디,Charcoal,"이번 시즌 더욱 따뜻한 패딩을 사용한 펠릭스 시리즈로 간절기부터 초겨울까지 단품으로 착용 가능하며,
한겨울 레이어링 자켓으로도 스타일링 가능한 아이템입니다.
후드 디테일을 강화하여 FW 시즌 눈, 비를 더욱 효율적으로 막아줍니다.
2WAY 앞지퍼 및 밑단 스트링으로 활동성이 좋고 핏 조절이 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ54B_NJ3NQ54B_primary.jpg,130700,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
976,976,https://www.thenorthfacekorea.co.kr/product/NJ3NQ54C,펠릭스 히트 후디,White_sand,"이번 시즌 더욱 따뜻한 패딩을 사용한 펠릭스 시리즈로 간절기부터 초겨울까지 단품으로 착용 가능하며,
한겨울 레이어링 자켓으로도 스타일링 가능한 아이템입니다.
후드 디테일을 강화하여 FW 시즌 눈, 비를 더욱 효율적으로 막아줍니다.
2WAY 앞지퍼 및 밑단 스트링으로 활동성이 좋고 핏 조절이 가능합니다.
여성 전용 스타일은 세미크롭 기장감으로 진행하여 더욱 여성스러운 연출이 가능한 스타일입니다.
**본 상품은 WS~WXL 여성 전용 사이즈로 진행되었습니다.
사이즈 선택 시 참고해 주십시오.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ54C_NJ3NQ54C_primary.jpg,130700,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
977,977,https://www.thenorthfacekorea.co.kr/product/NJ3NQ54K,헤리티지 에코 히트 봄버,White_sand,"DWR 가공을 한 립스탁 폴리 원단 봄버 패딩 자켓입니다.
간절기에 스타일리시하게 착장이 가능한 제품입니다.
DWR 가공을 한 립스탁 폴리 원단 봄버 패딩 자켓입니다.
간절기에 스타일리시하게 착장이 가능한 제품입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ54K_NJ3NQ54K_primary.jpg,142800,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
978,978,https://www.thenorthfacekorea.co.kr/product/NJ3NQ54L,헤리티지 에코 히트 봄버,Dark_gray,"DWR 가공을 한 립스탁 폴리 원단 봄버 패딩 자켓입니다.
간절기에 스타일리쉬하게 착장이 가능한 제품입니다.
DWR 가공을 한 립스탁 폴리 원단 봄버 패딩 자켓입니다.
간절기에 스타일리쉬하게 착장이 가능한 제품입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ54L_NJ3NQ54L_primary.jpg,142800,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
979,979,https://www.thenorthfacekorea.co.kr/product/NJ3NQ55A,남성 펠릭스 히트 자켓,Black,"이번 시즌 더욱 따뜻한 패딩을 사용한 펠릭스 시리즈로 간절기부터 초겨울까지 단품으로 착용 가능하며, 한겨울 레이어링 자켓으로도 스타일링 가능한 아이템입니다.
2WAY 앞지퍼 및 밑단 스트링으로 활동성이 놓고 핏 조절이 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ55A_NJ3NQ55A_primary.jpg,120200,Jacket,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
980,980,https://www.thenorthfacekorea.co.kr/product/NJ3NQ55B,남성 펠릭스 히트 자켓,Gray,"이번 시즌 더욱 따뜻한 패딩을 사용한 펠릭스 시리즈로 간절기부터 초겨울까지 단품으로 착용 가능하며,
한겨울 레이어링 자켓으로도 스타일링 가능한 아이템입니다.
2WAY 앞지퍼 및 밑단 스트링으로 활동성이 놓고 핏 조절이 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ55B_NJ3NQ55B_primary.jpg,120200,Jacket,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
981,981,https://www.thenorthfacekorea.co.kr/product/NJ3NQ55C,남성 펠릭스 히트 자켓,Dpndeep navy,"이번 시즌 더욱 따뜻한 패딩을 사용한 펠릭스 시리즈로 간절기부터 초겨울까지 단품으로 착용 가능하며,
한겨울 레이어링 자켓으로도 스타일링 가능한 아이템입니다.
2WAY 앞지퍼 및 밑단 스트링으로 활동성이 좋고 핏 조절이 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ55C_NJ3NQ55C_primary.jpg,120200,Jacket,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
982,982,https://www.thenorthfacekorea.co.kr/product/NJ3NQ55J,번터트 온볼 자켓 /H,Black,"노스페이스만의 충전재 ON-BALL을 사용한 패딩 봄버 자켓입니다.
다운처럼 따뜻하면서도 가볍습니다. 간절기부터 초겨울까지 입기 좋은 제품입니다.
기본 봄버형 자켓으로 어디에나 착용하기 좋은 제품입니다.
노스페이스만의 충전재 ON-BALL을 사용한 패딩 봄버 자켓입니다.
다운처럼 따뜻하면서도 가볍습니다. 간절기부터 초겨울까지 입기 좋은 제품입니다.
기본 봄버형 자켓으로 어디에나 착용하기 좋은 제품입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ55J_NJ3NQ55J_primary.jpg,104000,Jacket,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
983,983,https://www.thenorthfacekorea.co.kr/product/NJ3NQ55K,번터트 온볼 자켓 /H,Cream,"노스페이스만의 충전재 ON-BALL을 사용한 패딩 봄버 자켓입니다.
다운처럼 따뜻하면서도 가볍습니다. 간절기부터 초겨울까지 입기 좋은 제품입니다.
기본 봄버형 자켓으로 어디에나 착용하기 좋은 제품입니다.
노스페이스만의 충전재 ON-BALL을 사용한 패딩 봄버 자켓입니다.
다운처럼 따뜻하면서도 가볍습니다. 간절기부터 초겨울까지 입기 좋은 제품입니다.
기본 봄버형 자켓으로 어디에나 착용하기 좋은 제품입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ55K_NJ3NQ55K_primary.jpg,104000,Jacket,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
984,984,https://www.thenorthfacekorea.co.kr/product/NJ3NQ55L,번터트 온볼 자켓 /H,Charcoal_grey,"노스페이스만의 충전재 ON-BALL을 사용한 패딩 봄버 자켓입니다.
다운처럼 따뜻하면서도 가볍습니다. 간절기부터 초겨울까지 입기 좋은 제품입니다.
기본 봄버형 자켓으로 어디에나 착용하기 좋은 제품입니다.
노스페이스만의 충전재 ON-BALL을 사용한 패딩 봄버 자켓입니다.
다운처럼 따뜻하면서도 가볍습니다. 간절기부터 초겨울까지 입기 좋은 제품입니다.
기본 봄버형 자켓으로 어디에나 착용하기 좋은 제품입니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ55L_NJ3NQ55L_primary.jpg,104000,Jacket,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
985,985,https://www.thenorthfacekorea.co.kr/product/NJ3NQ56A,남성 지오돔 V 가디건,Black,"캠핑에 활용 가능한 세미 루즈핏의 V-LUX 인슐레이션의 V넥 패딩 자켓입니다.
노스페이스의 시그니처 텐트인 지오돔에 사용된 퀼팅 디자인을 적용하였으며, 넉넉한 아웃포켓으로 수납에 용이합니다.
겨울철 일상 및 아웃도어 활동 시 다양하게 코디 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ56A_NJ3NQ56A_primary.jpg,81800,Other,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
986,986,https://www.thenorthfacekorea.co.kr/product/NJ3NQ56B,남성 지오돔 V 가디건,Light_beige,"캠핑에 활용 가능한 세미 루즈핏의 V-LUX 인슐레이션의 후디드 패딩 자켓입니다.
노스페이스의 시그니처 텐트인 지오돔에 사용된 퀼팅 디자인을 적용하였으며, 넉넉한 아웃포켓으로 수납에 용이합니다.
겨울철 일상 및 아웃도어 활동 시 다양하게 코디 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ56B_NJ3NQ56B_primary.jpg,81800,Other,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
987,987,https://www.thenorthfacekorea.co.kr/product/NJ3NQ56C,남성 지오돔 V 가디건,Dark_khaki,"캠핑에 활용 가능한 세미 루즈핏의 V-LUX 인슐레이션의 V넥 패딩 자켓입니다.
노스페이스의 시그니처 텐트인 지오돔에 사용된 퀼팅 디자인을 적용하였으며, 넉넉한 아웃포켓으로 수납에 용이합니다.
겨울철 일상 및 아웃도어 활동 시 다양하게 코디 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ56C_NJ3NQ56C_primary.jpg,81800,Other,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
988,988,https://www.thenorthfacekorea.co.kr/product/NJ3NQ57A,남성 지오돔 V 후디,Black,"캠핑에 활용 가능한 세미 루즈핏의 V-LUX 인슐레이션의 후디드 패딩 자켓입니다.
노스페이스의 시그니처 텐트인 지오돔에 사용된 퀼팅 디자인을 적용하였으며, 넉넉한 아웃포켓으로 수납에 용이합니다.
겨울철 일상 및 아웃도어 활동 시 다양하게 코디 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ57A_NJ3NQ57A_primary.jpg,115000,Other,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
989,989,https://www.thenorthfacekorea.co.kr/product/NJ3NQ57B,남성 지오돔 V 후디,Light_beige,"캠핑에 활용 가능한 세미 루즈핏의 V-LUX 인슐레이션의 V넥 패딩 자켓입니다.
노스페이스의 시그니처 텐트인 지오돔에 사용된 퀼팅 디자인을 적용하였으며, 넉넉한 아웃포켓으로 수납에 용이합니다.
겨울철 일상 및 아웃도어 활동 시 다양하게 코디 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ57B_NJ3NQ57B_primary.jpg,115000,Other,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
990,990,https://www.thenorthfacekorea.co.kr/product/NJ3NQ57C,남성 지오돔 V 후디,Dark_khaki,"캠핑에 활용 가능한 세미 루즈핏의 V-LUX 인슐레이션의 후디드 패딩 자켓입니다.
노스페이스의 시그니처 텐트인 지오돔에 사용된 퀼팅 디자인을 적용하였으며, 넉넉한 아웃포켓으로 수납에 용이합니다.
겨울철 일상 및 아웃도어 활동 시 다양하게 코디 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/4000042681/NJ3NQ57C_NJ3NQ57C_primary.jpg,115000,Other,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
991,991,https://www.thenorthfacekorea.co.kr/product/NJ3NQ58A,남성 르위스 티볼 자켓,Black,"F23 시즌의 루이스 자켓보다 목깊이를 5.5cm 깊게하여 깊은 라운드 넥라인의 경량 자켓입니다.
메커니컬 스트레치 소재를 적용하여 착용감이 매우 편안합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ58A_NJ3NQ58A_primary.jpg,118300,Jacket,남성,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
992,992,https://www.thenorthfacekorea.co.kr/product/NJ3NQ58B,남성 르위스 티볼 자켓,Dark_beige,"F23 시즌의 루이스 자켓보다 목깊이를 5.5cm 깊게하여 깊은 라운드 넥라인의 경량 자켓입니다.
메커니컬 스트레치 소재를 적용하여 착용감이 매우 편안합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ58B_NJ3NQ58B_primary.jpg,118300,Jacket,남성,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
993,993,https://www.thenorthfacekorea.co.kr/product/NJ3NQ58C,남성 르위스 티볼 자켓,Gray,"F23 시즌의 루이스 자켓보다 목깊이를 5.5cm 깊게하여 깊은 라운드 넥라인의 경량 자켓입니다.
메커니컬 스트레치 소재를 적용하여 착용감이 매우 편안합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ58C_NJ3NQ58C_primary.jpg,118300,Jacket,남성,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
994,994,https://www.thenorthfacekorea.co.kr/product/NJ3NQ60A,남성 르위스 EX 티볼 가디건,Black,"F23 시즌의 루이스 자켓보다 목깊이를 5.5cm 깊게하여 깊은 라운드 넥라인의 경량 가디건입니다.
메커니컬 스트레치 소재를 적용하여 착용감이 매우 편안합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ60A_NJ3NQ60A_primary.jpg,88700,Other,남성,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
995,995,https://www.thenorthfacekorea.co.kr/product/NJ3NQ60B,남성 르위스 EX 티볼 가디건,Charcoal,"F23 시즌의 루이스 자켓보다 목깊이를 5.5cm 깊게하여 깊은 라운드 넥라인의 경량 가디건입니다.
메커니컬 스트레치 소재를 적용하여 착용감이 매우 편안합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ60B_NJ3NQ60B_primary.jpg,88700,Other,남성,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
996,996,https://www.thenorthfacekorea.co.kr/product/NJ3NQ60C,남성 르위스 EX 티볼 가디건,Latte,"F23 시즌의 루이스 자켓보다 목깊이를 5.5cm 깊게하여 깊은 라운드 넥라인의 경량 가디건입니다.
메커니컬 스트레치 소재를 적용하여 착용감이 매우 편안합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ60C_NJ3NQ60C_primary.jpg,88700,Other,남성,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
997,997,https://www.thenorthfacekorea.co.kr/product/NJ3NQ60K,플레이어 바시티 자켓,Navy,"노스페이스 화이트라벨의 바시티 자켓 입니다.
광택감이 있는 원단을 사용하여 고급스러우며 착용감이 부드럽습니다.
베이스볼 카라 디자인으로 노스페이스의 헤리티지한 느낌과 동시에 스포티한 무드를 동시에 연출할 수 있습니다.
안에 패딩이 내장되어 있어 가을부터 초겨울까지도 착용 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ60K_NJ3NQ60K_primary.jpg,111800,Jacket,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
998,998,https://www.thenorthfacekorea.co.kr/product/NJ3NQ60L,플레이어 바시티 자켓,Pale_pink,"노스페이스 화이트라벨의 바시티 자켓 입니다.
광택감이 있는 원단을 사용하여 고급스러우며 착용감이 부드럽습니다.
베이스볼 카라 디자인으로 노스페이스의 헤리티지한 느낌과 동시에 스포티한 무드를 동시에 연출할 수 있습니다.
안에 패딩이 내장되어 있어 가을부터 초겨울까지도 착용 가능합니다.
노스페이스 화이트라벨의 바시티 자켓 입니다.
광택감이 있는 원단을 사용하여 고급스러우며 착용감이 부드럽습니다.
베이스볼 카라 디자인으로 노스페이스의 헤리티지한 느낌과 동시에 스포티한 무드를 동시에 연출할 수 있습니다.
안에 패딩이 내장되어 있어 가을부터 초겨울까지도 착용 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/4000044558/NJ3NQ60L-2.jpg,111800,Jacket,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
999,999,https://www.thenorthfacekorea.co.kr/product/NJ3NQ60M,플레이어 바시티 자켓,Cream,"노스페이스 화이트라벨의 바시티 자켓 입니다.
광택감이 있는 원단을 사용하여 고급스러우며 착용감이 부드럽습니다.
베이스볼 카라 디자인으로 노스페이스의 헤리티지한 느낌과 동시에 스포티한 무드를 동시에 연출할 수 있습니다.
안에 패딩이 내장되어 있어 가을부터 초겨울까지도 착용 가능합니다.
노스페이스 화이트라벨의 바시티 자켓 입니다.
광택감이 있는 원단을 사용하여 고급스러우며 착용감이 부드럽습니다.
베이스볼 카라 디자인으로 노스페이스의 헤리티지한 느낌과 동시에 스포티한 무드를 동시에 연출할 수 있습니다.
안에 패딩이 내장되어 있어 가을부터 초겨울까지도 착용 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ60M_NJ3NQ60M_primary.jpg,111800,Jacket,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1000,1000,https://www.thenorthfacekorea.co.kr/product/NJ3NQ61A,남성 르위스 리울웨이브 자켓,Black,"울패딩을 사용한 패딩 가디건 자켓입니다.
앞단작 스냅 여밈으로 간편하게 착장 가능합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NJ3NQ61A_NJ3NQ61A_primary.jpg,89600,Jacket,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
